"","Brum.HAP1.GTS","Brum.KBM7.GTS","Weis14.csa.avg","Sabb15.KBM7.cs","Sabb15.K562.cs","Sabb15.Jiyoye.cs","Sabb15.Raji.cs","Sabb17.EOL","Sabb17.HEL","Sabb17.MOLM13","Sabb17.MonoMac1","Sabb17.NB4.rep1","Sabb17.NB4.rep2","Sabb17.OCI.AML2","Sabb17.OCI.AML3","Sabb17.OCI.AML5","Sabb17.P31.FUJ","Sabb17.PL21","Sabb17.SKM1","Sabb17.TF1","Sabb17.THP1","CGC_Tier","TSgene","rank"
"126",0.485826772,0.529411765,0.004199756,0.257,0.64,0.347,0.49,0.279,0.541,0.155,0.263,0.23,0.314,-0.028,-0.15,0.547,0.161,-0.048,0.227,0.581,0.104,0,0,13057
"127",0.473684211,0.666666667,0.007901255,0.106,0.468,-0.462,0.166,0.168,0.196,0.181,-0.103,0.012,0.012,-0.096,-0.293,0.351,0.134,-0.196,-0.444,-0.033,0.066,1,0,15038
"128",0.488188976,0.495850622,-0.005756937,0.125,-0.274,-0.092,-0.253,-0.285,-0.166,-0.625,-0.104,0.142,-0.051,-0.14,-0.063,-0.951,-0.36,-0.35,-0.162,0.06,0.05,0,0,6821
"129",0.4,0.496274218,0.002779476,-0.089,-0.379,-0.099,-0.493,-0.017,0.102,-0.359,-0.195,-0.328,-0.118,0.21,0.073,-0.317,0.05,-0.482,0.246,-0.389,0.075,0,0,15752
"130",0.45,0.333333333,-0.055026504,0.183,0.208,0.151,0.225,0.307,0.244,0.578,-0.053,0.182,0.042,0.21,-0.085,0.354,0.098,0.466,0.13,0.142,0.217,0,0,18068
"131",0.571428571,1,0.049791599,0.119,-0.359,0.001,0.211,-0.27,-0.194,-0.67,-0.26,-0.284,0.058,-0.017,-0.757,-0.173,-0.02,-0.21,0.024,-0.474,0.334,0,0,10192
"132",0.502278151,0.489608802,-0.035899572,-0.242,-0.121,-0.178,-0.217,0.012,0.047,-0.275,-0.069,0.185,-0.18,-0.023,-0.018,0.041,-0.235,0.209,-0.154,-0.248,-0.019,0,0,13090
"133",0.499036812,0.5,-0.049657871,0.105,-0.295,-0.062,-0.002,-0.364,-0.431,0.113,0.038,-0.143,-0.042,-0.082,-0.407,-0.147,0.083,-0.514,-0.094,-0.176,0.058,0,0,5685
"134",0.470588235,0.5,-0.072719304,-0.018,0.102,0.45,0.323,0.143,0.368,0.179,0.143,0.024,0.291,0.339,-0.016,0.19,0.06,-0.088,-0.016,-0.146,0.135,0,0,18218
"135",0.45045045,0.5,-0.004343911,-0.182,0.062,0.082,0.096,0.431,-0.045,0.075,-0.343,0.227,0.223,-0.002,0.37,0.042,0.13,0.669,0.005,-0.011,-0.011,0,0,1325
"136",0.594594595,0.481481481,-0.004240315,-0.232,0.116,0.251,0.186,-0.21,0.183,-0.856,-0.421,0.03,0.257,-0.079,-0.015,-0.482,-0.309,0.1,0.037,0.381,0.104,0,0,17181
"137",0.612903226,0.571428571,-0.0074223265,-0.285,-0.573,-0.121,-0.18,-0.274,-0.605,-0.551,-0.468,-0.397,-0.079,-0.286,-0.606,-0.701,-0.421,-0.911,-0.369,-0.677,-0.742,0,0,13777
"138",0.561586639,0.777777778,0.068873136,-0.352,-0.109,0.077,0.051,-0.161,0.02,-0.397,-0.052,0.267,-0.498,0.099,-0.198,-0.193,0.111,-0.642,0.036,-0.767,0.108,0,0,14222
"139",0.531460674,0,0.03675432,-0.06,-0.058,0.238,0.03,-0.379,-0.299,-0.427,-0.204,-0.182,-0.144,0.051,-0.349,-0.254,-0.014,-0.158,0.068,-0.223,-0.035,0,1,16098
"140",0.515151515,0.75,-0.0074223265,0.233,0.647,0.187,0.23,-0.095,0.037,-0.01,-0.261,-0.149,0.384,0.223,0.265,0.201,0.104,-0.002,0.052,0.241,0.122,0,0,16118
"141",0.446626815,0.467098166,0.010518854,0.263,0.134,0.236,0.036,0.031,0.195,0.119,-0.128,-0.012,0.14,0.245,0.194,-0.007,0.106,0.379,0.522,-0.094,-0.251,0,1,13788
"142",0.498663102,0.590909091,-0.0074223265,0.261,0.587,0.244,0.377,-0.371,0.44,0.145,0.403,0.334,0.004,0.358,0.333,0.55,0.422,0.007,0.506,0.579,-0.028,1,0,512
"143",0.50133398,0.55,-0.022787861,-0.29,-0.629,0.258,-0.099,-0.203,-0.238,-0.361,-0.279,-0.128,-0.031,-0.03,-0.065,-0.431,0.127,-0.546,-0.12,-0.268,-0.097,0,0,15812
"144",0.473931009,0.462923729,0.005543085,0.066,0.286,0.256,0.013,-0.109,-0.001,0.306,-0.488,-0.153,0.043,0.291,0.139,0.329,-0.022,0.379,0.077,0.245,0.266,1,1,2171
"145",0.471249598,0.458333333,0.029182097,0.196,0.336,0.187,0.323,0.27,0.124,0.293,-0.045,0.099,0.133,0.087,0.422,0.335,0.271,-0.11,0.367,0.179,0.171,0,0,3311
"146",0.509433962,0.498862344,-0.066788719,0.095,0.448,0.466,0.326,-0.659,0.042,0.423,0.234,-0.294,-0.334,0.175,0.318,0.207,-0.065,0.299,0.211,-0.076,0.438,0,0,14570
"147",0.609284333,0.5,-0.012161948,0.119,0.216,-0.016,-0.095,-0.223,-0.224,0.279,-0.115,-0.204,-0.47,0.091,-0.158,-0.298,0.127,0.294,-0.315,0.067,0.39,0,0,1436
"148",0.444444444,0.461538462,-0.1601621,0.24,0.39,-0.008,0.275,0.017,-0.598,-0.831,-0.152,-0.048,0.115,-0.065,-0.253,0.013,-0.204,-0.665,0.372,-0.374,-0.045,1,1,7030
"149",0.499036812,0.496274218,-0.011826903,0.303,0.307,0.436,0.196,-0.323,-0.033,-0.05,0.044,0.084,-0.009,0.2,0.231,0.339,-0.123,-0.002,0.011,-0.452,-0.065,0,0,17009
"150",0.5,0.5,-0.0074223265,0.09,0.5,0.121,0.469,0.081,0.422,0.382,0.088,-0.011,-0.12,0.382,0.314,0.181,-0.183,0.292,0.156,0.415,-0.004,0,0,9597
"151",0.581081081,0.428571429,0.007882834,-0.163,0.317,-0.08,-0.073,-0.135,0.234,-0.133,0.281,0.413,0.119,0.214,0.085,0.281,0.162,-0.343,0.046,0.097,-0.191,0,0,10301
"152",0.62962963,0.443037975,-0.012398306,-0.09,-0.397,0.126,0.097,-0.381,-0.102,-0.686,-0.089,0.154,0.117,-0.318,-0.193,0.054,-0.159,-0.282,0.155,-0.638,-0.018,0,0,10600
"153",0.596066566,0.541310541,0.001963735,-0.358,-0.785,0.132,-0.009,-0.633,-0.413,-0.719,-0.579,-0.619,-0.098,0.017,-0.257,-0.337,-0.305,-0.31,-0.416,-0.666,-0.372,0,0,15500
"154",0,0.496274218,-0.039783593,0.036,-0.009,-0.566,-0.051,-0.175,0.068,-0.748,-0.267,0.209,-0.16,-0.031,-0.439,0.002,0.382,-0.186,0.257,-0.037,0.28,0,0,10626
"155",0.499036812,0.496274218,-0.039783593,0.077,0.061,-0.025,-0.166,0.088,0.105,-0.085,-0.031,0.245,0.175,0.055,0.062,0.015,0.158,-0.024,0.271,0.238,0.147,0,0,4369
"156",0.578947368,0.444444444,-0.012875933,0.184,-0.034,0.16,0.298,0.053,-0.014,0.474,0.009,0.179,0.217,-0.231,-0.037,-0.256,0.18,-0.086,-0.086,0.311,-0.11,0,0,8821
"157",0.444444444,0.5,-0.0074223265,0.179,-1.036,0.177,-0.252,0.011,-0.107,0.217,-0.154,-0.144,-0.018,-0.336,-0.535,-0.029,0.125,-0.838,0.113,0.006,0.178,0,0,10564
"158",0.495327103,0.541666667,-0.028881901,0.251,0.43,0.327,0.126,0.229,0.222,0.565,0.012,0.139,0.061,0.475,-0.125,0.514,0.382,0.384,0.126,0.118,-0.132,0,0,8205
"159",0.557692308,0.652173913,0.014410849,0.01,0.034,0.064,-0.11,0.021,-0.019,0.425,0.073,0.109,-0.047,0.115,-0.187,0.166,0.329,-0.46,-0.115,-0.227,0.092,0,0,17567
"160",0.375,0.545454545,-0.018328667,-0.046,-0.231,-0.091,0.031,-0.166,-0.172,-0.47,-0.484,-0.424,-0.023,-0.087,-0.166,-0.403,-0.278,-0.112,-0.207,-0.179,-0.14,0,0,14952
"161",0.56626506,0.363636364,-0.031338769,0.036,0.371,0.206,0.163,-0.434,0.216,0.075,0.041,0.091,-0.1,0.126,0.149,0.216,0.053,0.078,0.058,0.079,0.074,0,0,15576
"162",0.545454545,0.4,-0.010997208,0.227,-0.202,-0.096,-0.277,0.038,-0.461,-0.117,-0.184,-0.208,-0.19,0.086,0.057,0.183,-0.086,-0.054,0.009,-0.157,-0.32,0,0,6301
"163",0.4375,0.489795918,-0.054879545,0.042,0.189,0.191,0.231,-0.094,0.315,0.111,-0.214,0.195,0.159,-0.111,-0.486,0.284,0.013,-0.049,0.028,0.026,-0.057,0,0,10030
"164",0.504368063,0.507177033,-0.020958209,-0.19,-0.049,0.179,0.205,-0.263,0.225,0.035,0.013,0.134,-0.367,-0.156,-0.009,-0.258,0.209,-0.009,0.071,0.071,0.209,0,0,4309
"165",0.499036812,0.496274218,-0.0074223265,-0.051,0.081,0.183,0.257,0.095,-0.051,-0.253,0.363,0.099,0.096,0.055,-0.105,-0.005,-0.035,-0.114,0.002,0.122,-0.135,0,0,13112
"166",0.499036812,0.496274218,-0.023209065,-0.215,-0.484,-0.169,-0.379,-0.006,-0.315,-1.265,-0.027,-0.023,0.173,-0.41,-0.238,-0.603,-0.421,0.133,-0.068,-0.204,-0.246,0,0,6138
"167",0.4,1,0.014136783,-0.093,-0.079,0.077,0.167,0.052,-0.016,-0.423,-0.148,0.026,-0.172,-0.064,-0.034,-0.195,0.037,-0.078,-0.162,-0.09,-0.086,0,0,17314
"168",0.604651163,0.492385787,-0.035719506,-0.338,-0.198,0.153,0.035,-0.214,-0.096,0.246,-0.138,-0.085,-0.116,0.194,-0.484,-0.277,-0.071,-0.392,0.033,0.06,-0.051,0,0,9579
"169",0.476261128,0.472540736,-0.049876609,-0.414,-0.41,-0.417,-0.386,-0.575,-0.551,-0.458,0.022,-0.276,-0.779,-0.151,-0.545,-0.411,-0.182,-0.258,-0.251,-0.729,0.123,0,0,2501
"170",0.504721931,0.513908534,-0.002116978,0.029,-0.018,-0.265,-0.16,0.154,-0.001,-0.022,0.181,-0.265,-0.195,0.073,-0.156,-0.046,0.164,-0.653,-0.173,-0.41,-0.133,0,0,7215
"171",0.654135338,0.524355301,-0.009316915,-0.204,-0.289,0.041,-0.286,-0.299,0.077,-0.057,-0.026,-0.326,-0.333,-0.124,0.094,-0.153,0.046,0.089,-0.243,-0.289,-0.028,0,0,8419
"172",0.619047619,0.516129032,-0.036284895,-0.2,-0.892,-0.057,-0.116,-0.476,-0.356,-0.629,-0.395,-0.438,0.097,-0.335,-0.007,-0.289,-0.373,-0.405,-0.267,-0.666,-0.463,0,0,14924
"173",0.479050279,0.544715447,0.010823493,-0.147,0.145,0.286,0.411,-0.149,0.167,-0.084,0.218,0.122,0.289,0.279,0.138,0.012,-0.281,-0.13,0.297,-0.26,0.696,0,0,17500
"174",0.49768304,0.484738372,-0.019118623,-0.525,-1.839,-0.453,-0.797,-0.899,-0.473,-0.741,-0.548,-1.34,-0.604,-1.263,-1.135,-0.888,-1.002,-0.97,-0.808,-1.289,-0.441,0,0,5553
"175",0.499036812,0.496274218,0.006471491,-0.22,-0.643,-0.16,0.082,-0.285,-0.274,-0.517,-0.125,-0.178,-0.098,-0.042,-0.438,-0.454,-0.179,0.123,-0.591,-0.227,-0.211,0,0,10303
"176",0.499036812,0.496274218,-0.0074223265,-0.187,-1.202,-0.57,-0.283,-0.258,-0.237,-0.774,-0.171,-0.263,0.01,-0.474,-0.473,-0.688,-0.522,-0.459,-0.513,-0.286,-0.405,0,0,14626
"177",0.459627329,0.5625,0.002072715,-0.782,-2.23,-1.158,-0.697,-0.667,-0.851,-1.343,-0.534,-0.588,-0.814,-1.86,-0.715,-1.072,-1.442,-0.982,-1.373,-0.628,-1.649,0,0,18392
"178",0.25,1,-0.036955208,-0.044,-0.253,0.036,0.151,0.267,-0.388,0.152,-0.293,0.069,-0.175,-0.188,-0.342,-0.058,-0.076,-0.217,-0.159,-0.18,0.097,0,0,14759
"179",0.272727273,0.428571429,0.000664129,0.068,-0.273,0.007,-0.057,-0.126,0.358,-0.324,-0.312,0.017,-0.037,-0.018,0.022,0.092,0.32,-0.379,0.079,-0.294,-0.083,0,0,15426
"180",0.499036812,0.496274218,-0.077100469,0.564,0.529,0.204,0.396,0.326,0.584,0.575,-0.015,0.546,0.53,0.773,0.147,0.497,0.571,0.272,0.389,0.802,0.371,0,0,10094
"181",0.8,0.666666667,-0.044230722,0.344,0.272,0.048,0.244,-0.353,0.407,-0.088,-0.085,0.077,0.218,0.495,0.24,0.115,0.147,-0.017,0.223,0.133,0.067,0,0,10623
"182",0.5,0.625,-0.0074223265,-0.125,-0.236,-0.014,-0.22,-0.637,-0.074,-0.764,-0.438,-0.051,-0.121,-0.531,-0.145,-0.463,-0.77,0.264,-0.312,0.076,-0.822,0,0,13056
"183",0.499036812,0.496274218,-0.0074223265,-0.129,-0.424,-0.051,-0.141,0.301,-0.493,-0.22,-0.148,0.284,0.199,0.141,0.043,-0.115,-0.385,-0.293,-0.492,-0.62,-0.215,0,0,5831
"184",0.506289308,0.461538462,0.023855749,0.279,0.387,0.272,0.1,0.063,0.174,-0.249,0.113,0.363,0.092,0.227,-0.006,0.098,-0.464,-0.296,0.101,-0.153,-0.196,0,0,7172
"185",0.494382022,0.434782609,-0.027430662,-0.063,0.364,0.357,0.044,0.571,0.052,0.428,0.293,0.049,0.38,0.287,0.358,-0.134,0.129,0.214,0.036,0.272,0.207,0,0,16364
"186",0.607329843,1,-0.081129541,0.37,0.416,0.361,0.891,0.24,0.334,0.501,0.041,0.37,0.369,0.174,0.091,0.499,0.32,0.345,0.207,0.507,0.013,0,0,12472
"187",0.507936508,0.545454545,0.002459666,-0.379,-0.782,-0.28,-0.443,-0.482,-0.324,-0.26,-0.295,-0.451,-0.608,-0.338,-0.088,-0.675,-0.267,-0.401,-0.459,-0.62,-0.353,0,0,16448
"188",0.514976959,0.361111111,-0.005903206,0.026,-0.349,-0.109,-0.143,-0.025,0.063,0.241,0.119,-0.223,0.048,0.054,0.033,0.214,0,-0.431,-0.172,0.101,-0.207,0,0,8326
"189",0.516666667,0.507518797,-0.047254361,-0.154,-0.336,-0.01,-0.439,-0.267,0.178,-0.179,-0.109,-0.201,-0.482,-0.083,-0.193,-0.321,-0.045,-0.673,-0.274,-0.05,-0.169,0,0,17517
"190",0.574468085,0.4,-0.07602678,0.117,0.132,0.053,0.119,0.29,0.281,0.444,0.03,0.134,0.243,0.265,0.451,0.278,0.238,-0.008,-0.068,0.278,0.201,0,0,15878
"191",0.540251681,0.340425532,-0.058756034,0.034,0.314,0.216,0.243,0.452,0.112,0.361,0.159,0.021,0.302,0.327,0.281,0.236,0.336,-0.032,0.161,0.556,0.149,1,0,15633
"192",0.506692161,0.5,-0.01657556,0.186,0.126,-0.096,-0.349,0.588,-0.289,-0.039,-0.226,-0.019,-0.037,0.036,-0.011,0.051,-0.003,-0.184,0.018,0.304,-0.226,0,0,9479
"193",0.615384615,0.333333333,-0.0074223265,0.06,0.272,0.216,0.354,0.484,0.145,-0.072,-0.049,-0.14,0.03,0.172,-0.15,0.196,-0.029,0.153,0.074,-0.449,0.142,0,0,12529
"194",0.510638298,0.55033557,-0.0074223265,0.298,0.006,-0.254,0.138,0.351,-0.422,-0.273,0.247,-0.24,-0.314,0.078,0.072,0.088,0.25,0.145,0.024,-0.633,-0.144,0,0,13580
"195",0.499036812,0.496274218,-0.003610471,-0.015,-0.336,0.051,-0.314,-0.643,-0.166,-0.123,0.053,-0.191,-0.003,-0.499,-0.08,-0.075,-0.156,-0.119,-0.599,-0.238,-0.388,0,0,14152
"196",0.333333333,0.5,-0.012967203,0.283,-0.075,-0.055,0.078,0.207,0.358,-0.062,-0.078,0.488,-0.039,0.179,-0.225,-0.056,0.083,0.252,-0.224,0.123,0.621,0,0,3835
"197",0.473684211,1,-0.014691346,0.048,0.308,0.102,0.235,-0.043,-0.023,0.164,0.052,-0.025,0.028,0.011,-0.015,0.255,0.227,0.39,0.118,0.119,0.269,0,0,11595
"198",0.50148368,0.5,-0.002055798,0.116,-0.124,-0.072,-0.178,0.012,0.123,-0.208,-0.233,0.237,-0.101,-0.146,-0.016,-0.066,0.16,-0.209,-0.073,0.606,0.26,0,0,11073
"199",0.499036812,0.496274218,0.009413094,0.253,-0.001,-0.094,0.028,-0.182,-0.282,-0.538,0.2,0.16,0.056,0.084,-0.13,-0.164,-0.037,0.362,-0.3,-0.931,-0.108,0,0,15203
"200",0.666666667,0.488457987,-0.008306641,0.135,0.032,0.103,-0.235,-0.12,0.223,-0.126,0.15,0.139,0.421,0.357,0.061,0.422,-0.023,0.219,0.046,-0.183,0.309,0,0,3482
"201",0.512195122,0.499040307,-0.072374251,0.173,0.42,0.189,0.005,0.254,-0.166,0.505,0.22,0.306,0.416,-0.181,-0.286,-0.21,-0.287,0.35,-0.056,-0.03,0.01,0,0,4058
"202",0.666666667,0.5175,0.013226532,-0.025,-0.315,-0.052,0.109,-0.188,-0.257,0.018,0.169,0.139,0.072,0.255,-0.001,0.225,0.075,0.038,0.19,0.192,0.335,0,0,2481
"203",0.522776573,0.502115656,-0.014494507,-0.156,-0.43,-0.177,-0.239,-0.052,-0.099,0.198,-0.156,0.011,-0.255,-0.237,-0.468,-0.007,0.127,-0.21,0.002,-0.073,0.023,0,0,10514
"204",0.5,0.496274218,0.009615958,-0.121,-0.161,-0.093,-0.104,0.095,-0.012,0.028,0.146,-0.233,-0.002,-0.168,0.044,-0.277,0.088,0.092,-0.027,0.136,0.106,0,0,8023
"205",0.474576271,0.490837696,-0.0074223265,-0.302,-1.169,-0.192,-0.336,0.04,0.08,-0.179,-0.583,0.022,-0.118,-0.364,0.003,-0.269,-0.202,-0.142,-0.08,-0.336,-0.234,0,0,15982
"206",0.333333333,0.538461538,-0.026586726,-0.083,-0.434,-0.231,0.09,0.133,0.168,-0.663,0.051,-0.141,-0.389,0.081,-0.06,-0.17,-0.148,-0.603,-0.131,0.027,0.275,0,0,13008
"207",0.521945433,0.484848485,-0.0074223265,-0.396,-0.721,-0.454,-0.416,-1.053,-1.53,-0.669,-0.405,-1.047,-0.999,-0.632,-0.445,-0.097,-0.575,-0.873,-0.535,-0.254,-1.006,0,0,1896
"208",0.49132948,0.47519084,-0.0074223265,-0.04,-0.032,0.305,-0.043,0.212,0.107,0.075,0.053,-0.059,0.122,0.077,0.208,0.313,0.236,-0.171,0.163,0.097,0.185,0,0,2732
"209",0.581469649,0.517757009,-0.004982896,-0.186,-0.605,-0.762,-1.366,-0.29,-0.544,-1.208,-0.18,0.023,-0.033,-0.273,-0.243,-0.596,-0.319,-0.135,-0.454,-0.845,-0.333,0,0,4855
"210",0.5,0.526315789,-0.011525619,0.093,-0.262,0.108,0.246,-0.077,0.122,-0.068,-0.067,-0.248,-0.395,0.035,-0.374,0.086,-0.213,-0.278,-0.124,-0.233,0.155,0,0,438
"211",0.523489933,0.489925769,0.013597517,-0.023,-0.609,0.146,-0.008,-0.152,-0.221,-0.232,0.235,-0.961,-0.372,0.225,-0.581,-0.51,-0.615,-0.97,-0.132,0.027,-0.963,0,0,6476
"212",0.487475915,0.666666667,-0.005128014,0.134,0.249,0.448,0.082,0.121,-0.113,-0.444,-0.402,0.013,0.273,0.121,0.387,-0.041,-0.054,-0.147,0.285,0.059,0.147,1,0,12240
"213",0.818181818,0.666666667,-0.0074223265,-0.198,-0.257,-0.15,-0.471,-0.436,-0.726,-1.331,-0.244,-0.403,-0.82,-0.326,-0.831,-0.426,-0.22,-0.558,-0.557,-1.097,-0.417,0,0,3502
"214",0.442857143,0.333333333,-0.0074223265,0.304,0.022,-0.227,-0.309,0.205,0.318,0.096,-0.091,-0.087,0.413,0.05,-0.166,-0.093,0.368,-0.304,-0.062,0.165,-0.008,0,0,2781
"215",0.503059089,0.568627451,-0.001132524,0.104,-0.238,0.286,0.105,0.284,0.256,0.347,0.039,0.3,0.107,0.326,-0.071,0.522,0.126,-0.268,0.536,0.162,-0.098,0,0,13702
"216",0.502540937,0.583333333,-0.001954048,-0.35,-1.156,-0.496,-0.654,-0.112,-0.736,-0.99,-0.014,-0.192,-0.483,-0.679,-0.524,-0.872,-0.467,-0.434,-0.657,-0.479,-0.856,0,0,5134
"217",0.511286682,0.53968254,0.017849362,0.029,-0.031,0.211,0.461,0.176,-0.247,0.237,0,-0.208,0.048,0.171,-0.21,0.163,0.264,-0.086,0.094,-0.049,0.321,0,1,18644
"218",0.526315789,0.486725664,-0.043481668,0.062,-0.24,-0.114,-0.117,-0.427,-0.259,-0.438,-0.312,-0.102,-0.715,-0.217,-0.361,-0.494,-0.201,-0.937,-0.063,-0.958,-0.33,0,1,13391
"219",0.484145398,0.580645161,-0.0074223265,0.044,-0.051,0.23,0.257,-0.416,0.027,-0.292,0.099,0.109,0.034,0.091,-0.122,-0.118,0.254,-0.076,-0.274,0.205,0.014,0,0,17087
"220",0.495767391,0.549295775,-0.0074223265,0.086,0.187,0.152,0.032,0.427,-0.083,-0.282,0.276,0.053,-0.284,0.171,0.163,0.236,0.121,-0.015,0.133,-0.486,0.058,0,0,2495
"221",0.510810811,0.489010989,0.009757861,0.058,0.225,0.038,0.189,-0.138,-0.484,-0.026,-0.315,0.44,-0.158,-0.051,-0.225,-0.685,0.156,-0.075,-0.231,0.125,0.118,0,0,9067
"222",0.499461142,0.480620155,-0.0074223265,0.232,0.309,0.199,0.221,0.028,0.12,-0.014,0.084,0.038,0.203,0.18,0.085,0.459,0.29,-0.022,0.225,0.355,0.335,0,0,14786
"223",0.497995002,0.493775934,-0.0074223265,0.249,0.319,0.299,-0.025,0.463,0.443,-0.071,-0.037,-0.093,0.283,0.166,-0.006,0.187,0.415,-0.466,0.198,0.284,0.129,1,0,9302
"224",0.475,0.472727273,-0.035555103,0.107,-0.006,0.257,-0.259,0.014,0.009,0.411,-0.292,0.203,0.017,0.08,0.014,0.158,-0.094,-0.159,-0.198,0.22,-0.209,1,1,11356
"225",0.49929451,0.492467043,-0.008030538,-0.003,-0.054,0.354,0.465,-0.039,-0.272,0.056,-0.154,-0.381,-0.426,-0.031,-0.808,0.23,-0.038,-0.16,-0.158,-0.666,-0.332,0,0,16758
"226",0.493160295,0.48785872,-0.01932726,0.24,0.293,0.315,0.222,0.297,0.499,0.406,0.156,0.21,0.231,0.482,0.315,0.349,0.467,-0.007,0.099,0.514,0.291,0,1,15389
"227",0.425531915,0.441176471,-0.005394402,0.043,-0.781,-0.02,0.004,-0.602,-0.906,-0.608,-1.12,-0.964,-0.559,-1.072,-0.344,-1.046,-0.513,-0.762,-0.719,-1.363,-0.384,0,0,12719
"228",0.380952381,0.5,0.028972439,-0.239,-0.372,-0.022,-0.121,-0.836,-0.271,-0.825,-0.147,-0.577,-0.612,-0.402,-0.788,-0.874,-0.52,-0.432,-0.298,-0.805,-0.362,0,0,9444
"229",0.444444444,0.48,-0.007794917,-0.28,0.009,0.388,0.297,0.208,0.004,-0.503,-0.098,0.067,-0.213,-0.022,-0.117,-0.186,-0.145,0.005,0.184,-0.142,-0.237,1,1,14131
"230",0.499036812,0.496274218,-0.017503608,0.219,0.349,0.094,0.106,-0.062,0.278,0.144,-0.077,0.177,-0.402,0.438,-0.248,0.257,0.34,-0.182,0.118,-0.166,0.129,0,0,17163
"231",0.392857143,0.459459459,-0.039000524,-0.267,0.3,-0.097,-0.054,-0.254,0.128,-0.016,-0.022,0.094,0.042,-0.071,0.135,-0.018,-0.458,-0.573,-0.203,0.149,0.131,1,1,29
"232",0.509868421,0.529411765,-0.012254333,0.276,-0.083,0.172,0.147,0.017,0.508,0.713,0.241,0.42,0.174,0.16,-0.161,0.291,0.159,0.087,0.153,0.413,0.102,0,1,13447
"233",0.499036812,0.496274218,0.00838688,0.233,0.558,0.28,0.469,0.355,0.912,0.571,0.279,0.57,0.623,0.659,0.309,0.513,0.601,0.02,0.724,0.589,0.61,0,0,10390
"234",0.525667351,0.524122807,0.040332631,-0.101,0.271,0.249,0.091,-0.007,0.371,-0.026,-0.031,0.231,0.613,0.027,0.192,0.249,0.283,0.029,0.594,0.299,0.199,0,0,11835
"235",0.499036812,0.496274218,-0.0074223265,0.151,-0.183,0.253,-0.047,0.226,0.36,0.028,-0.24,-0.042,0.294,0.105,0.14,0.206,0.084,-0.301,-0.335,-0.386,-0.047,0,0,15506
"236",0.632653061,0.454545455,-0.02931149,0.412,0.301,0.391,0.272,0.401,0.063,0.724,-0.142,0.094,0.05,0.21,0.363,0.081,0.247,-0.376,0.027,0.199,0.351,0,0,12600
"237",0.563758389,0.512376238,-0.037022724,-0.717,-0.163,-0.079,-0.475,-0.158,-0.532,-1.337,-0.817,0.036,0.12,-0.113,-0.202,-0.411,-0.419,-0.51,0.198,-0.522,0.094,1,1,4914
"238",0.580645161,0,0.004735716,0.101,0.353,0.556,0.275,0.005,0.468,0.575,0.58,0.236,0.11,0.312,0.149,0.595,0.43,0.187,0.42,0.222,0.624,0,0,2015
"239",0.545454545,0.5,-0.007417202,-0.585,-1.464,-0.538,-0.441,-0.543,-0.076,-0.895,-0.351,0.048,-0.38,-0.846,-0.531,-0.534,-0.601,-0.476,-0.228,-0.428,-0.478,0,0,18151
"240",0.499036812,0.496274218,-0.057961082,-0.087,-0.463,-0.247,-0.312,-0.449,0.06,-0.536,0.015,0.091,0.076,-0.09,-0.129,-0.224,-0.233,-0.709,-0.192,-0.438,-0.5,0,0,15615
"241",0.533165407,0.511967309,0.008231953,0.075,0.024,-0.139,-0.012,-0.084,-0.233,-0.047,0.116,0.153,0.11,0.01,-0.12,0.122,-0.077,0.326,-0.024,0.141,-0.034,0,0,15712
"242",0.456521739,0.5,-0.012847084,0.15,0.204,0.09,0.28,0.045,0.509,0.362,0.061,0.125,0.301,0.443,0.103,0.582,0.325,0.238,0.167,0.394,0.338,0,0,15508
"243",0.5,0.4,-0.0074223265,-0.183,-0.678,-0.059,-0.272,-0.33,0.258,-1.222,-0.509,-0.051,-0.034,-0.445,-0.621,-0.292,-0.578,-0.246,-0.283,-0.399,-0.568,0,0,2737
"244",0.499036812,0.496274218,-0.0074223265,0.08,-0.005,0.093,-0.09,-0.404,-0.138,-0.002,-0.431,-0.212,0.152,-0.207,-0.12,-0.41,-0.056,-0.217,-0.029,-0.254,0.05,0,0,15073
"245",0.375,0.166666667,-0.032888143,0.32,-0.236,0.246,0.415,-0.037,0.584,-0.134,0.113,0.262,0.198,0.239,-0.199,-0.077,0.027,0.122,0.002,0.205,0.17,0,0,17432
"246",0.499036812,0.496274218,-0.010340956,0.091,0.494,0.023,0.178,0.079,0.167,0.401,0.038,-0.046,-0.054,0.386,-0.209,0.309,0.2,-0.168,0.195,-0.251,0.217,0,0,17491
"247",0.428571429,0.571428571,0.006076471,-1.199,-2.079,-1.019,-0.766,-1.367,-1.51,-1.691,-1.178,-1.034,-0.95,-0.98,-0.123,-1.576,-1.012,-0.662,-1.13,-2.358,-1.699,0,0,8636
"248",0.692307692,0.483606557,0.007893089,-0.042,-0.149,-0.139,-0.056,-1.052,-0.445,-0.959,-0.309,-0.193,-0.361,-0.884,-0.885,-1.067,-1.155,-0.659,-0.47,-1.456,-1.497,0,0,11111
"249",0.666666667,0,-0.033742347,0.25,0.325,-0.015,0.02,-0.235,-0.058,0.077,-0.572,0.069,0.041,-0.513,-0.034,-0.082,0.175,-0.008,-0.227,0.109,0.048,0,0,6882
"250",0.583623693,0.617760618,-0.014135313,-0.28,-0.129,0.029,0.355,-0.153,-0.191,-0.085,-0.255,0.119,0.322,-0.559,-0.511,-1.005,-0.184,-0.067,-0.41,0.026,-0.041,0,0,1715
